"","year","locality","n_offers","average_price_nominal_euros","average_price_m2_nominal_euros"
"518","2014","Remich",97,592397.93814433,2938.58144031298
"519","2014","Roeser",108,764277.777777778,4288.6353017065
"520","2014","Rosport",56,566249.285714286,2913.82989259659
"521","2014","Rumelange",94,474297.872340425,2770.71253136567
"522","2014","Saeul",32,667703.65625,3309.92440697543
"523","2014","Sandweiler",29,NA,NA
"524","2014","Sanem",274,612404.02919708,3526.17414274412
"525","2014","Schengen",77,762246.753246753,3495.96233806057
"526","2014","Schieren",71,608551.915492958,3535.64285037849
"527","2014","Schifflange",142,492976.056338028,3229.43929991744
"528","2014","Schuttrange",104,1059116.30769231,4949.77878704039
"529","2014","Septfontaines",20,NA,NA
"530","2014","Stadtbredimus",36,608107.222222222,3548.69749964595
"531","2014","Steinfort",114,649680,3644.46832613715
"532","2014","Steinsel",71,1021585.92957746,4577.21754390126
"533","2014","Strassen",60,1115055.88333333,5368.55506791301
"534","2014","Tandel",33,494810.212121212,2738.03934754921
"535","2014","Troisvierges",65,446082.4,2710.27894706558
"536","2014","Tuntange",37,761637.297297297,3458.03768402182
"537","2014","Useldange",66,571101.378787879,3314.17617531447
"538","2014","Vallée de l'Ernz",102,573077.294117647,3416.37798940378
"539","2014","Vianden",39,488167.487179487,2874.91987942173
"540","2014","Vichten",118,595194.483050847,3589.05497791335
"541","2014","Wahl",22,NA,NA
"542","2014","Waldbillig",129,604859.302325581,3383.56885373039
"543","2014","Waldbredimus",34,724741.676470588,3475.46092973276
"544","2014","Walferdange",71,1139690.12676056,4896.42249450797
"545","2014","Weiler-la-Tour",59,831962.79661017,4510.17378299658
"546","2014","Weiswampach",42,440049.142857143,2875.18930195397
"547","2014","Wiltz",163,414439.466257669,2394.13014990516
"548","2014","Wincrange",114,478457.192982456,2707.88358478558
"549","2014","Winseler",42,486131.571428571,2707.73296123355
"550","2014","Wormeldange",69,673361.463768116,3394.28171872624
"551","2015","Beaufort",116,528418.25862069,3272.59747987958
"552","2015","Bech",21,NA,NA
"553","2015","Beckerich",70,724510.342857143,3808.19580583451
"554","2015","Berdorf",52,652922.269230769,3716.01473858065
"555","2015","Bertrange",49,1230921.3877551,5282.37251465725
"556","2015","Bettembourg",135,739958.814814815,3957.35208285781
"557","2015","Bettendorf",88,620074.147727273,3393.6938364467
"558","2015","Betzdorf",141,779012.588652482,4325.14272672351
"559","2015","Bissen",132,688033.378787879,4636.57525625482
"560","2015","Biwer",37,720680.459459459,3785.9442240042
"561","2015","Boevange-sur-Attert",40,679015.775,3621.63192145096
"562","2015","Boulaide",95,476651.631578947,2620.29843801078
"563","2015","Bourscheid",40,738983.5,3941.22185748307
"564","2015","Bous",22,NA,NA
"565","2015","Clervaux",138,541240.34057971,3110.73324435087
"566","2015","Colmar-Berg",21,NA,NA
"567","2015","Consdorf",45,572338.933333333,3280.54834869595
"568","2015","Contern",17,NA,NA
"569","2015","Dalheim",52,650872.673076923,3367.78317206134
"570","2015","Diekirch",66,607502.121212121,3406.6736556252
"571","2015","Differdange",340,508158.485294118,3068.62679709016
"572","2015","Dippach",60,882252.066666667,4312.49088441391
"573","2015","Dudelange",179,604369.162011173,3588.00215464024
"574","2015","Echternach",57,821313.50877193,3983.994904242
"575","2015","Ell",41,714077.365853659,3843.56876809846
"576","2015","Erpeldange",132,610447.575757576,4076.44401018095
"577","2015","Esch-sur-Alzette",360,589910.691666667,3301.69671033722
"578","2015","Esch-sur-Sûre",91,501614.912087912,2906.80787234551
"579","2015","Ettelbruck",225,669779.706666667,3744.03924567791
"580","2015","Feulen",29,NA,NA
"581","2015","Fischbach",63,696642.809523809,4381.29628285729
"582","2015","Flaxweiler",51,673389.745098039,3893.28067432014
"583","2015","Frisange",81,925998.382716049,4255.57011442883
"584","2015","Garnich",41,908713.268292683,4338.69700093306
"585","2015","Goesdorf",63,490922.53968254,2669.9762784132
"586","2015","Grevenmacher",82,615183.195121951,3351.11588358074
"587","2015","Grosbous",44,573365.454545455,3755.63901719892
"588","2015","Heffingen",56,713252.785714286,3816.34467066842
"589","2015","Hesperange",107,887734.411214953,4500.83917030347
"590","2015","Hobscheid",90,721106.855555556,3940.38344181995
"591","2015","Junglinster",242,885577.466942149,5002.51175444757
"592","2015","Kaerjeng",178,771771.893258427,4405.90879452497
"593","2015","Kayl",103,587473.436893204,3318.57427744394
"594","2015","Kehlen",206,929765.189320388,4806.3312046005
"595","2015","Kiischpelt",46,624448.173913043,3354.18058701767
"596","2015","Koerich",44,863675.318181818,3471.42663098614
"597","2015","Kopstal",91,1095041.04395604,5180.04208615394
"598","2015","Lac de la Haute-Sûre",83,461801.975903614,2736.94869883903
"599","2015","Larochette",52,551690.384615385,2898.03730284548
"600","2015","Lenningen",49,723861.571428571,4114.26766290095
"601","2015","Leudelange",32,1076913.0625,4688.73296564866
"602","2015","Lintgen",32,708136,3831.0408027544
"603","2015","Lorentzweiler",142,846087.549295775,4873.82269416271
"604","2015","Luxembourg",412,1018694.5461165,5561.18032117137
"605","2015","Mamer",152,1096910.30263158,4955.69730281894
"606","2015","Manternach",86,707704.069767442,3625.5271831762
"607","2015","Mersch",167,778043.898203593,4207.28745441307
"608","2015","Mertert",61,646430.475409836,3767.05317673588
"609","2015","Mertzig",100,646808.36,3881.69188976676
"610","2015","Mompach",16,NA,NA
"611","2015","Mondercange",84,979526.916666667,3987.00350560963
"612","2015","Mondorf-les-Bains",43,809744.186046512,3402.48908954837
"613","2015","Niederanven",227,1158761.43171806,5466.75336718181
"614","2015","Nommern",19,NA,NA
"615","2015","Parc Hosingen",118,606983.144067797,3610.01282115069
"616","2015","Pétange",267,552682.561797753,3267.59045417629
"617","2015","Préizerdaul",30,708183.166666667,4022.91881596418
"618","2015","Putscheid",15,NA,NA
"619","2015","Rambrouch",196,559665.923469388,2931.30986272672
"620","2015","Reckange-sur-Mess",44,754191.045454545,4092.95911473765
"621","2015","Redange-sur-Attert",79,653426.455696203,3486.15537301941
"622","2015","Reisdorf",39,568162.820512821,3335.93931478253
"623","2015","Remich",69,544602.898550725,2902.86328782861
"624","2015","Roeser",65,753030.769230769,4567.24961070576
"625","2015","Rosport",37,624862.27027027,3388.66756505229
"626","2015","Rumelange",70,513963.585714286,3146.79820197426
"627","2015","Saeul",75,682221.333333333,3599.66469789273
"628","2015","Sandweiler",25,NA,NA
"629","2015","Sanem",278,679937.532374101,3717.18667913784
"630","2015","Schengen",88,720738.636363636,3576.57311420689
"631","2015","Schieren",28,NA,NA
"632","2015","Schifflange",76,492473.684210526,3198.06246161601
"633","2015","Schuttrange",76,1039450.17105263,5168.7676991473
"634","2015","Septfontaines",33,810066.787878788,3642.65844156199
"635","2015","Stadtbredimus",35,603730.285714286,3506.2103462894
"636","2015","Steinfort",102,794764.882352941,4317.25976130169
"637","2015","Steinsel",102,1019605.98039216,4847.0233934014
"638","2015","Strassen",106,1164751.8490566,5832.24680371755
"639","2015","Tandel",17,NA,NA
"640","2015","Troisvierges",75,492321.413333333,2756.70549959379
"641","2015","Tuntange",143,703156.370629371,4562.90662911553
"642","2015","Useldange",92,594285.847826087,3303.89271713776
"643","2015","Vallée de l'Ernz",82,624089.463414634,3369.91374205279
"644","2015","Vianden",62,520764.5,3605.3263065929
"645","2015","Vichten",117,733996.991452992,3973.50005475747
"646","2015","Wahl",35,606121.885714286,3596.44869397674
"647","2015","Waldbillig",50,702777.2,4141.36007077672
"648","2015","Waldbredimus",134,850885.111940298,5108.51554073951
"649","2015","Walferdange",80,972567.55,4558.50733232626
"650","2015","Weiler-la-Tour",64,860328.390625,4703.87226252111
"651","2015","Weiswampach",28,NA,NA
"652","2015","Wiltz",181,466546.82320442,2660.76111083005
"653","2015","Wincrange",107,455996.224299065,2885.70665737548
"654","2015","Winseler",25,NA,NA
"655","2015","Wormeldange",49,692968.265306122,3539.65120026985
"656","2016","Beaufort",89,521168.741573034,3266.0778742657
"657","2016","Bech",22,NA,NA
"658","2016","Beckerich",75,698367.76,3824.94086483471
"659","2016","Berdorf",48,610455.041666667,3473.14766709562
"660","2016","Bertrange",50,1206385.6,5796.93646122682
"661","2016","Bettembourg",97,738053.24742268,4115.37087024766
"662","2016","Bettendorf",99,632530.292929293,3263.10169187541
"663","2016","Betzdorf",42,806139.690476191,4506.85672554775
"664","2016","Bissen",163,732063.834355829,4886.69479755715
"665","2016","Biwer",35,853927.142857143,4189.05595808242
"666","2016","Boevange-sur-Attert",33,873848.636363636,4141.65007360435
"667","2016","Boulaide",115,528758.104347826,2963.77059934992
"668","2016","Bourscheid",36,721815.722222222,3894.26420481848
"669","2016","Bous",21,NA,NA
"670","2016","Clervaux",160,612099.76875,3185.32145059989
"671","2016","Colmar-Berg",22,NA,NA
"672","2016","Consdorf",41,649789.365853659,4106.5626923613
"673","2016","Contern",122,1027948.58196721,5536.75015615646
"674","2016","Dalheim",48,632839.458333333,3882.67454556108
"675","2016","Diekirch",70,559271.428571429,3414.76271778449
"676","2016","Differdange",318,563777.009433962,3416.72432895809
"677","2016","Dippach",66,987930.287878788,4878.20518572367
"678","2016","Dudelange",251,687628.948207171,3967.35342800447
"679","2016","Echternach",44,754347.045454546,3705.1858592111
"680","2016","Ell",46,760301.108695652,3923.56735125278
"681","2016","Erpeldange",79,615468.962025316,4123.73162147552
"682","2016","Esch-sur-Alzette",369,640008.514905148,3510.22609896752
"683","2016","Esch-sur-Sûre",88,654725.727272727,3471.81115310408
"684","2016","Ettelbruck",231,640357.108225108,3921.56475069471
"685","2016","Feulen",51,694169.607843137,3524.03094934031
"686","2016","Fischbach",48,774837.5,4591.97551158066
"687","2016","Flaxweiler",31,739726.903225806,3863.94882059892
"688","2016","Frisange",102,912687.254901961,4450.60148385198
"689","2016","Garnich",47,866940.489361702,4128.49719558787
"690","2016","Goesdorf",43,630799.069767442,3114.68294224106
"691","2016","Grevenmacher",49,642704.081632653,3362.73791765391
"692","2016","Grosbous",25,NA,NA
"693","2016","Heffingen",71,747519.267605634,3999.31027254446
"694","2016","Hesperange",130,980133.438461538,5391.24761342565
"695","2016","Hobscheid",138,731911.326086956,4056.1005831861
"696","2016","Junglinster",234,905894.23076923,4924.15183348837
"697","2016","Kaerjeng",167,782017.125748503,4343.97940182483
"698","2016","Kayl",80,637962.5,3681.87133993046
"699","2016","Kehlen",144,947551.645833333,4638.23134631415
"700","2016","Kiischpelt",35,574134.285714286,3111.79215061064
"701","2016","Koerich",87,810187.344827586,4939.43813655803
"702","2016","Kopstal",105,1036966.54285714,5029.81856846256
"703","2016","Lac de la Haute-Sûre",43,521827.139534884,2921.71531047797
"704","2016","Larochette",26,NA,NA
"705","2016","Lenningen",31,838513.935483871,4129.8937757136
"706","2016","Leudelange",23,NA,NA
"707","2016","Lintgen",56,738678.571428571,4521.54520753811
"708","2016","Lorentzweiler",155,822876.916129032,4510.72378369681
"709","2016","Luxembourg",312,1100464.71153846,6062.10253500046
"710","2016","Mamer",128,1086167.53125,5512.97674691056
"711","2016","Manternach",61,725199.868852459,4299.54270758416
"712","2016","Mersch",196,834210.37244898,4556.07946960112
"713","2016","Mertert",73,711553.863013699,4101.67857907975
"714","2016","Mertzig",87,651754.40229885,3924.63977487124
"715","2016","Mompach",8,NA,NA
"716","2016","Mondercange",78,936552.935897436,4669.19011515463
"717","2016","Mondorf-les-Bains",77,736052.441558442,3611.35643986897
"718","2016","Niederanven",101,1107042.30693069,5336.88810720158
"719","2016","Nommern",29,NA,NA
"720","2016","Parc Hosingen",120,671611.216666667,3842.03524979582
"721","2016","Pétange",337,539305.468842729,3387.52011771042
"722","2016","Préizerdaul",22,NA,NA
"723","2016","Putscheid",14,NA,NA
"724","2016","Rambrouch",200,655960.57,3357.10715886141
"725","2016","Reckange-sur-Mess",57,975824.614035088,3996.0431339885
"726","2016","Redange-sur-Attert",79,682306.810126582,3714.42050531684
"727","2016","Reisdorf",16,NA,NA
"728","2016","Remich",67,538665.671641791,2769.30305429987
"729","2016","Roeser",70,757277.128571429,4592.39370551626
"730","2016","Rosport",40,636538.2,3278.95415907999
"731","2016","Rumelange",73,549315.068493151,3369.7403642498
"732","2016","Saeul",59,713783.93220339,3780.04291643673
"733","2016","Sandweiler",41,1182890.24390244,5319.74419260108
"734","2016","Sanem",323,708961.594427244,4033.35241196788
"735","2016","Schengen",98,770204.081632653,3689.68094948371
"736","2016","Schieren",55,688678.181818182,3911.09480522345
"737","2016","Schifflange",63,598666.666666667,3648.86235334314
"738","2016","Schuttrange",66,1149616.56060606,5124.45304139119
"739","2016","Septfontaines",18,NA,NA
"740","2016","Stadtbredimus",38,681077.105263158,3823.22817795671
"741","2016","Steinfort",140,843796.164285714,4108.13422572785
"742","2016","Steinsel",91,1108414.32967033,5155.90546471933
"743","2016","Strassen",87,1269644.82758621,5716.90994906702
"744","2016","Tandel",12,NA,NA
"745","2016","Troisvierges",51,607210.549019608,2831.50378163615
"746","2016","Tuntange",191,735344.947643979,4820.11551245882
"747","2016","Useldange",85,636262.741176471,3451.87342348575
"748","2016","Vallée de l'Ernz",73,659157.671232876,3492.54736250018
"749","2016","Vianden",51,483623.215686275,3078.78748093478
"750","2016","Vichten",85,828080.788235294,4153.51455933801
"751","2016","Wahl",34,619426.470588235,3523.02394329466
"752","2016","Waldbillig",38,697840.526315789,3947.31682007172
"753","2016","Waldbredimus",90,905051.533333333,5304.8131595753
"754","2016","Walferdange",64,1250378.640625,5583.01806632691
"755","2016","Weiler-la-Tour",66,951845.257575758,5780.51142144212
"756","2016","Weiswampach",41,565706.268292683,3275.11154303631
"757","2016","Wiltz",160,524776.9125,2971.75583156758
"758","2016","Wincrange",111,447453.612612613,2716.23397046522
"759","2016","Winseler",21,NA,NA
"760","2016","Wormeldange",42,617189.30952381,3166.95800639601
"761","2017","Beaufort",120,557511.35,3515.465597
"762","2017","Bech",23,NA,NA
"763","2017","Beckerich",132,685104.7652,4038.39034
"764","2017","Berdorf",107,648792.6075,3581.380758
"765","2017","Bertrange",159,1364496.855,6588.893682
"766","2017","Bettembourg",189,812971.5132,4008.892841
"767","2017","Bettendorf",139,650611.6835,3683.05629
"768","2017","Betzdorf",120,1157714.225,4489.113115
"769","2017","Bissen",95,754828.0737,4889.094577
"770","2017","Biwer",78,907695.4231,4081.174583
"771","2017","Boevange-sur-Attert",59,833526.2373,4050.613144
"772","2017","Boulaide",219,532818.3927,2906.253977
"773","2017","Bourscheid",40,760355.9,3714.243488
"774","2017","Bous",40,737614.6,4000.545825
"775","2017","Clervaux",317,520900.5741,3030.773014
"776","2017","Colmar-Berg",48,679350,4094.451578
"777","2017","Consdorf",73,663725.5616,4251.11942
"778","2017","Contern",91,1013544.637,5390.895058
"779","2017","Dalheim",138,776307.5507,4441.403487
"780","2017","Diekirch",59,605937.1864,3563.056442
"781","2017","Differdange",602,598553.4884,3651.543378
"782","2017","Dippach",300,920749.0267,5145.802569
"783","2017","Dudelange",520,765486.2654,4025.072397
"784","2017","Echternach",103,744801.6408,3680.600015
"785","2017","Ell",115,718937.713,4226.937831
"786","2017","Erpeldange",143,734768.5105,4366.640239
"787","2017","Esch-sur-Alzette",536,681244.1679,3520.794144
"788","2017","Esch-sur-Sûre",120,579451.2167,3332.106184
"789","2017","Ettelbruck",638,726000.3511,4617.228008
"790","2017","Feulen",50,704512.6,3682.274197
"791","2017","Fischbach",23,NA,NA
"792","2017","Flaxweiler",47,731393.617,3328.227274
"793","2017","Frisange",204,900515.1373,4377.794761
"794","2017","Garnich",79,898240.4177,4713.907292
"795","2017","Goesdorf",107,501414.3925,3059.874344
"796","2017","Grevenmacher",92,689782.6087,3565.790156
"797","2017","Grosbous",52,608718.6154,3587.252147
"798","2017","Heffingen",91,788950.7473,3687.331699
"799","2017","Hesperange",285,1033658.87,5799.597958
"800","2017","Hobscheid",185,721276.3784,3720.148695
"801","2017","Junglinster",396,1018113.301,4947.882
"802","2017","Kaerjeng",300,810011.51,4311.092161
"803","2017","Kayl",125,604270.84,3602.983248
"804","2017","Kehlen",158,1015207.006,4860.084617
"805","2017","Kiischpelt",61,573927.082,3142.082906
"806","2017","Koerich",188,853850.6596,4441.661298
"807","2017","Kopstal",236,1219742.983,5036.656651
"808","2017","Lac de la Haute-Sûre",95,559372.8105,3111.028161
"809","2017","Larochette",58,763953.4483,3608.640379
"810","2017","Lenningen",67,850918,3888.423256
"811","2017","Leudelange",54,1293566.611,5539.941438
"812","2017","Lintgen",41,991461.0976,4569.352381
"813","2017","Lorentzweiler",113,973817.0796,4512.481845
"814","2017","Luxembourg",546,1382859.02,6824.567201
"815","2017","Mamer",326,1173474.448,5725.289603
"816","2017","Manternach",158,807337.962,4840.316041
"817","2017","Mersch",220,866016.7136,4590.000389
"818","2017","Mertert",109,670351.9083,4190.909259
"819","2017","Mertzig",104,609483.3558,3591.02995
"820","2017","Mompach",24,NA,NA
"821","2017","Mondercange",116,923167.2328,4378.540908
"822","2017","Mondorf-les-Bains",130,898713.4,4084.211083
"823","2017","Niederanven",131,1316357.527,5422.223656
"824","2017","Nommern",64,819870.8906,5011.420675
"825","2017","Parc Hosingen",189,607292.4868,3463.022729
"826","2017","Pétange",530,601762.2792,3635.608806
"827","2017","Préizerdaul",65,652573.5385,3737.215554
"828","2017","Putscheid",23,NA,NA
"829","2017","Rambrouch",415,769484.0241,3648.070928
"830","2017","Reckange-sur-Mess",114,1135715.974,4471.511832
"831","2017","Redange-sur-Attert",202,694041.0495,3775.782189
"832","2017","Reisdorf",73,739253.0959,4287.056943
"833","2017","Remich",108,621365.7407,3021.805698
"834","2017","Roeser",82,1011522,5163.697324
"835","2017","Rosport",75,610480,3601.319102
"836","2017","Rumelange",127,621164.5669,3397.918469
"837","2017","Saeul",40,742436.2,3636.583023
"838","2017","Sandweiler",87,1238734.747,5733.215632
"839","2017","Sanem",555,727400.9694,4107.833606
"840","2017","Schengen",127,865032.0709,3777.271751
"841","2017","Schieren",100,682004.53,4278.080767
"842","2017","Schifflange",113,563811.1504,3786.402285
"843","2017","Schuttrange",134,1133312.44,5446.371171
"844","2017","Septfontaines",32,822380.3125,4367.44983
"845","2017","Stadtbredimus",47,795765.9574,4390.126296
"846","2017","Steinfort",231,832112.4459,4336.296626
"847","2017","Steinsel",114,1094591.228,5316.508759
"848","2017","Strassen",124,1593569.702,6384.519856
"849","2017","Tandel",20,NA,NA
"850","2017","Troisvierges",148,593994.3378,3199.973711
"851","2017","Tuntange",230,831412.6522,4726.219125
"852","2017","Useldange",111,699838.7387,3713.027955
"853","2017","Vallée de l'Ernz",114,679766.886,3545.029513
"854","2017","Vianden",35,468110.0571,3034.093365
"855","2017","Vichten",106,892373.0189,4220.447771
"856","2017","Wahl",78,649273.2051,3351.522321
"857","2017","Waldbillig",70,898333.6143,4382.063827
"858","2017","Waldbredimus",67,976694.0448,5276.057208
"859","2017","Walferdange",120,1283648.017,6079.789463
"860","2017","Weiler-la-Tour",72,1035779.167,5519.555792
"861","2017","Weiswampach",77,660457.8052,3527.697557
"862","2017","Wiltz",310,532902.2742,2868.341082
"863","2017","Wincrange",231,489307.2597,2936.74337
"864","2017","Winseler",18,NA,NA
"865","2017","Wormeldange",183,779345.4426,4764.817029
"866","2018","Beaufort",133,672226.58,3924.57
"867","2018","Bech",30,927320,3828.937
"868","2018","Beckerich",130,768339.14,4276.143
"869","2018","Berdorf",147,717398.08,3103.617
"870","2018","Bertrange",68,1290100.5,6822.143
"871","2018","Bettembourg",184,825967.39,4656.744
"872","2018","Bettendorf",90,601957.92,3246.782
"873","2018","Betzdorf",65,1173450.7,4513.678
"874","2018","Bissen",60,722043.48,4625.031
"875","2018","Biwer",44,850925,4138.02
"876","2018","Boulaide",100,587951.15,2938.56
"877","2018","Bourscheid",60,691616.67,3514.223
"878","2018","Bous",21,NA,NA
"879","2018","Clervaux",305,568021.85,3576.61
"880","2018","Colmar-Berg",13,NA,NA
"881","2018","Consdorf",14,NA,NA
"882","2018","Contern",140,1468599.8,6432.214
"883","2018","Dalheim",212,881909.03,4530.694
"884","2018","Diekirch",46,645024.63,3930.124
"885","2018","Differdange",573,626460.78,3949.046
"886","2018","Dippach",182,1253107.3,5048.856
"887","2018","Dudelange",541,762288.66,4175.894
"888","2018","Echternach",56,675474.04,3399.044
"889","2018","Ell",117,709255.58,3976.122
"890","2018","Erpeldange",44,746115.52,4761.711
"891","2018","Esch-sur-Alzette",401,663460.16,4009.08
"892","2018","Esch-sur-Sûre",75,561654.33,3305.662
"893","2018","Ettelbruck",504,807564.36,4863.777
"894","2018","Feulen",44,705886.48,4192.493
"895","2018","Fischbach",1,NA,NA
"896","2018","Flaxweiler",45,999043.87,4860.41
"897","2018","Frisange",177,738887.09,4036.773
"898","2018","Garnich",56,968730.36,5072.115
"899","2018","Goesdorf",61,554586.64,3411.976
"900","2018","Grevenmacher",58,837275.86,4285.758
"901","2018","Grosbous",52,728492.77,3668.421
"902","2018","Habscht",175,740850.15,4280.416
"903","2018","Heffingen",58,793177.02,4083.793
"904","2018","Helperknapp",331,811076.21,4554.365
"905","2018","Hesperange",215,1182209.6,5826.925
"906","2018","Junglinster",243,1137425.1,5199.902
"907","2018","Kaerjeng",305,832421.26,5040.703
"908","2018","Kayl",146,663151.68,4002.014
"909","2018","Kehlen",139,1185304.8,5657.916
"910","2018","Kiischpelt",18,NA,NA
"911","2018","Koerich",78,987733.01,4960.495
"912","2018","Kopstal",153,1269182.7,5247.93
"913","2018","Lac de la Haute-Sûre",94,556183.2,3398.618
"914","2018","Larochette",24,NA,NA
"915","2018","Lenningen",54,946826.87,4390.951
"916","2018","Leudelange",39,1181530.7,6180.854
"917","2018","Lintgen",23,NA,NA
"918","2018","Lorentzweiler",100,1084074.6,5409.356
"919","2018","Luxembourg",642,1542371.3,7440.534
"920","2018","Mamer",252,1143308.9,5280.203
"921","2018","Manternach",121,855153.02,4954.187
"922","2018","Mersch",346,885861.77,5133.559
"923","2018","Mertert",106,840120.98,4555.353
"924","2018","Mertzig",107,752808.02,4015.171
"925","2018","Mondercange",77,1076988.7,4788.225
"926","2018","Mondorf-les-Bains",79,676765.41,3506.102
"927","2018","Niederanven",176,1837879.7,6745.681
"928","2018","Nommern",13,NA,NA
"929","2018","Parc Hosingen",90,601844.11,3277.056
"930","2018","Pétange",495,617228.33,3715.309
"931","2018","Préizerdaul",135,681439.7,3932.258
"932","2018","Putscheid",11,NA,NA
"933","2018","Rambrouch",284,764336.38,3576.468
"934","2018","Reckange-sur-Mess",48,1035602.1,5245.496
"935","2018","Redange-sur-Attert",177,677378.86,3969.763
"936","2018","Reisdorf",61,577178.69,3743.506
"937","2018","Remich",84,635933.48,3501.769
"938","2018","Roeser",125,1020072.5,5467.166
"939","2018","Rosport-Mompach",100,704084,3891.418
"940","2018","Rumelange",104,572470,3766.96
"941","2018","Saeul",42,801452.79,3901.218
"942","2018","Sandweiler",205,1154732.9,6294.955
"943","2018","Sanem",405,815328.31,4287.902
"944","2018","Schengen",80,1005683.1,4208.976
"945","2018","Schieren",88,737173.5,4599.626
"946","2018","Schifflange",79,601488.61,4150.198
"947","2018","Schuttrange",114,1213018,5264.159
"948","2018","Stadtbredimus",34,728257.35,3768.058
"949","2018","Steinfort",269,1088146.9,4813.155
"950","2018","Steinsel",70,1446091.7,5261.661
"951","2018","Strassen",157,1376319.3,6756.529
"952","2018","Tandel",0,NA,NA
"953","2018","Troisvierges",121,591773.66,3196.976
"954","2018","Useldange",140,713068.4,3700.743
"955","2018","Vallée de l'Ernz",58,700632.16,4032.121
"956","2018","Vianden",50,479040,3550.277
"957","2018","Vichten",79,915876.62,4452.304
"958","2018","Wahl",29,NA,NA
"959","2018","Waldbillig",45,925038.89,4155.038
"960","2018","Waldbredimus",19,NA,NA
"961","2018","Walferdange",89,1254436.7,5783.956
"962","2018","Weiler-la-Tour",38,1103877.6,5871.257
"963","2018","Weiswampach",70,644668.51,3740.633
"964","2018","Wiltz",278,506037.35,2935.67
"965","2018","Wincrange",223,543964.57,3146.32
"966","2018","Winseler",18,NA,NA
"967","2018","Wormeldange",57,944136.63,4617.846
"968","2019","Beaufort",109,710548.78,3948.449
"969","2019","Bech",13,NA,NA
"970","2019","Beckerich",154,866784.75,5020.332
"971","2019","Berdorf",44,714552.77,3694.5
"972","2019","Bertrange",44,1606353.2,7587.324
"973","2019","Bettembourg",132,1107318.2,5084.001
"974","2019","Bettendorf",75,718986.73,3974.492
"975","2019","Betzdorf",34,1050788.4,4753.826
"976","2019","Bissen",58,883476.02,5031.245
"977","2019","Biwer",41,896424.37,4173.428
"978","2019","Boulaide",62,657558.92,3604.439
"979","2019","Bourscheid",19,NA,NA
"980","2019","Bous",16,NA,NA
"981","2019","Clervaux",281,838803.69,4481.37
"982","2019","Colmar-Berg",17,NA,NA
"983","2019","Consdorf",24,NA,NA
"984","2019","Contern",97,1355557.9,6265.059
"985","2019","Dalheim",137,982928.84,5130.774
"986","2019","Diekirch",39,671871.79,4184.154
"987","2019","Differdange",520,738043.59,4477.356
"988","2019","Dippach",147,1279549.6,5505.615
"989","2019","Dudelange",253,917642.52,4976.088
"990","2019","Echternach",39,788871.79,4100.964
"991","2019","Ell",136,768133.37,3981.587
"992","2019","Erpeldange",19,NA,NA
"993","2019","Esch-sur-Alzette",333,828634.71,4641.856
"994","2019","Esch-sur-Sûre",79,655728.96,3729.698
"995","2019","Ettelbruck",1227,875397.74,5207.272
"996","2019","Feulen",38,836108.13,4128.616
"997","2019","Fischbach",2,NA,NA
"998","2019","Flaxweiler",48,916393.4,4802.031
"999","2019","Frisange",120,1014897.9,4840.689
"1000","2019","Garnich",38,1094393.2,5595.605
"1001","2019","Goesdorf",45,643924.21,3758.36
"1002","2019","Grevenmacher",130,1099521.2,5896.884
"1003","2019","Grosbous",6,NA,NA
"1004","2019","Habscht",152,836200.63,4261.266
"1005","2019","Heffingen",22,NA,NA
"1006","2019","Helperknapp",196,864268.57,4139.876
"1007","2019","Hesperange",131,1310675.6,6407.038
"1008","2019","Junglinster",145,1112458.8,5381.142
"1009","2019","Kaerjeng",306,948586.36,5157.857
"1010","2019","Kayl",107,783968.16,4610.4
"1011","2019","Kehlen",101,1252773,5979.236
"1012","2019","Kiischpelt",30,546466.67,3285.596
"1013","2019","Koerich",73,1029898.5,5249.604
"1014","2019","Kopstal",133,1491918.2,6311.217
"1015","2019","Lac de la Haute-Sûre",63,820505.59,3221.515
"1016","2019","Larochette",16,NA,NA
"1017","2019","Lenningen",69,831941.61,4891.887
"1018","2019","Leudelange",121,1802526.8,6565.02
"1019","2019","Lintgen",57,939894.72,5607.917
"1020","2019","Lorentzweiler",200,1046443.3,5649.649
"1021","2019","Luxembourg",558,1576213.6,8078.167
"1022","2019","Mamer",159,1330212.2,6405.194
"1023","2019","Manternach",332,910661.56,5782.595
"1024","2019","Mersch",749,1110211.3,5700.724
"1025","2019","Mertert",65,971834.02,4572.035
"1026","2019","Mertzig",56,841449.68,4355.545
"1027","2019","Mondercange",70,1249759.9,5572.701
"1028","2019","Mondorf-les-Bains",129,977433.51,4391.548
"1029","2019","Niederanven",149,1579152.9,7039.238
"1030","2019","Nommern",4,NA,NA
"1031","2019","Parc Hosingen",80,561982.41,3759.707
"1032","2019","Pétange",392,667280.33,4190.972
"1033","2019","Préizerdaul",35,753016.07,3792.437
"1034","2019","Putscheid",8,NA,NA
"1035","2019","Rambrouch",316,634472.3,3037.231
"1036","2019","Reckange-sur-Mess",43,1159163.5,5119.682
"1037","2019","Redange-sur-Attert",91,795954.51,4222.839
"1038","2019","Reisdorf",28,NA,NA
"1039","2019","Remich",56,957575.09,4608.421
"1040","2019","Roeser",75,1248928.3,6184.34
"1041","2019","Rosport-Mompach",41,805463.41,3995.835
"1042","2019","Rumelange",94,670103.94,4200.217
"1043","2019","Saeul",3,NA,NA
